Loyalty Number,total_flights,total_distance,total_pts_acc,total_pts_red,total_cost_redeemed,months_with_flights,total_months_obs,recency_months,activity_rate,redemption_rate,h1_monthly_avg,h2_monthly_avg,activity_trend,seasonal_concentration,flights_q1,flights_q2,flights_q3,flights_q4,avg_flights_last6m,Province,Gender,Education,Salary_imputed,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,churned_formal,churned_behavioral,enrollment_date,tenure_months,loyalty_card_enc,gender_enc,enrolled_standard,churn_probability,risk_tier,risk_rank,cluster,segment
113831,57,72210,72210.0,470,85,18,24,1.0,0.75,0.0065,3.1667,2.1111,-1.0556,0.3333,13,19,17,8,2.0,Ontario,Male,Bachelor,47701.0,Married,Nova,3605.86,Standard,2016,2,,0,0,2016-02-01,34,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
113839,30,49824,49824.0,857,154,10,24,0.0,0.4167,0.0172,1.1667,1.2778,0.1111,0.4667,4,9,14,3,1.1667,Ontario,Male,College,73135.0,Divorced,Star,3839.61,Standard,2015,9,,0,0,2015-09-01,39,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
113861,26,34699,34699.0,727,131,10,24,0.0,0.4167,0.021,0.0,1.4444,1.4444,0.5,1,1,11,13,2.8333,Quebec,Female,College,73135.0,Married,Star,2409.37,Standard,2017,6,,0,0,2017-06-01,18,0,1,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
113864,16,17202,17202.0,521,94,7,24,0.0,0.2917,0.0303,0.0,0.8889,0.8889,0.3125,2,4,5,5,1.0,Saskatchewan,Male,Bachelor,79913.0,Married,Star,8652.65,Standard,2017,11,,0,0,2017-11-01,13,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
113874,42,78775,118162.5,0,0,6,11,0.0,0.5455,0.0,0.0,2.3333,2.3333,0.4762,4,7,20,11,5.1667,Ontario,Female,College,73327.0,Single,Nova,2894.24,2018 Promotion,2018,2,,0,0,2018-02-01,10,1,1,0,0.0,Low,0.2349286013025034,0,New Engagers
113877,45,81297,81297.0,787,142,13,24,0.0,0.5417,0.0097,2.0,1.8333,-0.1667,0.4889,7,8,22,8,2.1667,Ontario,Female,College,73135.0,Single,Star,9575.76,Standard,2013,12,,0,0,2013-12-01,60,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
113904,44,48694,48694.0,958,173,15,24,0.0,0.625,0.0197,1.3333,2.0,0.6667,0.3636,11,12,16,5,2.6667,Ontario,Female,Bachelor,63343.0,Married,Nova,26453.94,Standard,2015,6,,0,0,2015-06-01,42,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
113919,35,61012,61012.0,1189,214,15,24,0.0,0.625,0.0195,1.1667,1.5556,0.3889,0.4,8,6,14,7,1.6667,Manitoba,Female,Bachelor,61482.0,Married,Aurora,5614.59,Standard,2015,12,,0,0,2015-12-01,36,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114018,33,48336,48336.0,480,86,14,24,0.0,0.5833,0.0099,1.0,1.5,0.5,0.3636,5,12,12,4,1.5,Ontario,Male,Bachelor,78649.0,Married,Nova,9120.07,Standard,2013,6,,0,0,2013-06-01,66,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114021,46,69349,69349.0,671,121,14,24,1.0,0.5833,0.0097,1.6667,2.0,0.3333,0.3913,5,17,18,6,2.1667,British Columbia,Female,Bachelor,88044.0,Married,Star,5326.68,Standard,2014,9,,0,0,2014-09-01,51,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114131,49,84772,127158.0,440,79,6,11,0.0,0.5455,0.0035,0.0,2.7222,2.7222,0.3878,0,16,14,19,5.5,British Columbia,Male,Bachelor,80516.0,Married,Nova,5389.5,2018 Promotion,2018,4,,0,0,2018-04-01,8,1,0,0,0.0,Low,0.2349286013025034,0,New Engagers
114214,16,20894,20894.0,0,0,6,24,8.0,0.25,0.0,0.0,0.8889,0.8889,0.4375,7,4,0,5,0.0,Quebec,Female,College,73135.0,Married,Star,2554.55,Standard,2017,5,2018.0,1,0,2017-05-01,19,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
114219,35,49604,49604.0,914,164,15,24,0.0,0.625,0.0184,0.5,1.7778,1.2778,0.2857,7,10,9,9,2.3333,Ontario,Female,Bachelor,72888.0,Married,Nova,5479.56,Standard,2012,7,,0,0,2012-07-01,77,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114242,38,53004,53004.0,953,172,12,24,0.0,0.5,0.018,1.5,1.6111,0.1111,0.3421,10,6,13,9,1.5,British Columbia,Male,Bachelor,68653.0,Married,Star,5914.95,Standard,2016,7,,0,0,2016-07-01,29,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114307,33,46919,46919.0,733,132,15,24,2.0,0.625,0.0156,2.0,1.1667,-0.8333,0.3939,13,5,9,6,0.5,Ontario,Male,Bachelor,104829.0,Married,Nova,9863.5,Standard,2013,3,,0,0,2013-03-01,69,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
114399,4,4809,4809.0,0,0,2,24,0.0,0.0833,0.0,0.0,0.2222,0.2222,1.0,0,0,0,4,0.6667,British Columbia,Female,College,73135.0,Single,Star,15994.01,Standard,2018,6,,0,0,2018-06-01,6,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
114414,57,98309,98309.0,353,64,23,48,0.0,0.4792,0.0036,1.6667,2.6111,0.9444,0.386,19,6,22,10,1.75,Ontario,Male,College,73327.0,Married,Nova,3591.07,Standard,2012,11,,0,0,2012-11-01,73,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114493,32,52349,52349.0,677,122,11,24,2.0,0.4583,0.0129,2.5,0.9444,-1.5556,0.4062,13,7,8,4,1.1667,Ontario,Female,Bachelor,47036.0,Single,Aurora,6063.2,Standard,2016,4,,0,0,2016-04-01,32,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
114553,41,61201,61201.0,885,159,18,24,0.0,0.75,0.0145,2.1667,1.5556,-0.6111,0.3902,8,9,16,8,1.8333,British Columbia,Male,Bachelor,47987.0,Divorced,Nova,3703.93,Standard,2012,6,,0,0,2012-06-01,78,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
114638,51,63893,63893.0,495,89,17,24,0.0,0.7083,0.0077,1.6667,2.2778,0.6111,0.3725,10,7,19,15,3.0,Quebec,Male,College,73135.0,Single,Star,2152.08,Standard,2012,12,,0,0,2012-12-01,72,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114700,16,18282,18282.0,0,0,5,24,0.0,0.2083,0.0,0.0,0.8889,0.8889,0.625,0,2,4,10,2.3333,British Columbia,Female,Doctor,134476.0,Married,Star,7155.34,Standard,2017,12,,0,0,2017-12-01,12,0,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
114743,15,22328,22328.0,527,95,8,24,1.0,0.3333,0.0236,0.0,0.8333,0.8333,0.4667,1,3,4,7,0.8333,New Brunswick,Male,Bachelor,59753.0,Married,Star,4966.77,Standard,2017,7,,0,0,2017-07-01,17,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
114835,30,42008,42008.0,0,0,13,24,0.0,0.5417,0.0,0.0,1.6667,1.6667,0.3333,6,5,9,10,1.8333,Ontario,Female,Master,101354.0,Divorced,Star,4001.52,Standard,2017,7,,0,0,2017-07-01,17,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
114857,38,52595,52595.0,533,96,14,24,0.0,0.5833,0.0101,0.3333,2.0,1.6667,0.4474,7,6,8,17,1.5,British Columbia,Female,Bachelor,57148.0,Married,Nova,13355.49,Standard,2017,3,,0,0,2017-03-01,21,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
114903,36,53090,53090.0,457,82,13,24,2.0,0.5417,0.0086,0.8333,1.7222,0.8889,0.4722,7,7,17,5,2.3333,British Columbia,Male,Bachelor,58414.0,Married,Nova,9767.94,Standard,2013,10,,0,0,2013-10-01,62,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
114924,13,22222,22222.0,0,0,6,24,6.0,0.25,0.0,0.0,0.7222,0.7222,0.3846,4,4,0,5,0.0,Ontario,Female,College,73135.0,Married,Star,5037.95,Standard,2017,11,2018.0,1,0,2017-11-01,13,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
114927,31,40489,40489.0,1232,222,11,24,0.0,0.4583,0.0304,0.5,1.5556,1.0556,0.3871,2,9,12,8,1.0,British Columbia,Male,Doctor,190674.0,Divorced,Star,3013.44,Standard,2017,4,,0,0,2017-04-01,20,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
114983,27,44033,44033.0,0,0,10,24,0.0,0.4167,0.0,1.6667,0.9444,-0.7223,0.6296,2,17,5,3,0.6667,British Columbia,Female,Doctor,71198.0,Married,Star,5601.68,Standard,2013,10,,0,0,2013-10-01,62,0,1,1,0.0005,Critical,0.9815677839517236,4,Loyal Frequent Fliers
115198,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Yukon,Male,Bachelor,55845.0,Married,Star,3469.84,Standard,2012,9,,0,0,2012-09-01,75,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
115322,48,76273,76273.0,1320,238,17,24,0.0,0.7083,0.0173,3.0,1.6667,-1.3333,0.4167,13,20,9,6,1.1667,Ontario,Female,Doctor,221857.0,Married,Aurora,8257.67,Standard,2013,11,,0,0,2013-11-01,61,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
115354,52,79226,79226.0,1546,278,16,24,0.0,0.6667,0.0195,1.5,2.3889,0.8889,0.3077,10,12,14,16,2.5,New Brunswick,Female,College,73135.0,Single,Star,6297.0,Standard,2012,8,,0,0,2012-08-01,76,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
115405,35,67404,67404.0,1636,295,13,24,3.0,0.5417,0.0243,1.5,1.4444,-0.0556,0.4571,11,5,16,3,1.0,Ontario,Female,Bachelor,50797.0,Single,Star,4637.16,Standard,2015,7,,0,0,2015-07-01,41,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
115427,46,61723,61723.0,1028,185,18,24,1.0,0.75,0.0167,2.1667,1.8333,-0.3334,0.413,10,19,7,10,0.3333,Quebec,Female,Bachelor,95967.0,Married,Nova,8685.92,Standard,2016,11,,0,0,2016-11-01,25,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
115505,26,59434,89151.0,0,0,3,11,1.0,0.2727,0.0,0.0,1.4444,1.4444,0.7692,0,20,0,6,1.0,Newfoundland,Male,Bachelor,-10605.0,Married,Nova,5860.17,2018 Promotion,2018,4,,0,0,2018-04-01,8,1,0,0,0.0002,High,0.8719005795542809,1,New Engagers II
115529,34,47356,47356.0,401,72,12,24,1.0,0.5,0.0085,1.8333,1.2778,-0.5555,0.3529,7,9,12,6,1.1667,British Columbia,Male,Master,101038.0,Married,Star,8382.63,Standard,2014,11,,0,0,2014-11-01,49,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
115633,43,63347,63347.0,368,66,17,24,0.0,0.7083,0.0058,1.8333,1.7778,-0.0555,0.3953,8,12,17,6,2.0,Ontario,Male,Bachelor,80218.0,Married,Nova,9685.54,Standard,2012,10,,0,0,2012-10-01,74,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
115705,40,59658,59658.0,983,177,17,24,1.0,0.7083,0.0165,3.0,1.2222,-1.7778,0.35,10,14,8,8,1.8333,Quebec,Male,Bachelor,71498.0,Married,Aurora,17435.68,Standard,2013,3,,0,0,2013-03-01,69,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
115749,9,12514,12514.0,0,0,4,24,0.0,0.1667,0.0,0.0,0.5,0.5,0.5556,0,0,4,5,1.5,British Columbia,Male,Bachelor,104712.0,Married,Nova,6650.82,Standard,2018,6,,0,0,2018-06-01,6,1,0,1,0.0001,Medium,0.6197347194837785,2,Dormant High-Value
115805,46,63394,63394.0,1668,300,15,24,0.0,0.625,0.0263,1.8333,1.9444,0.1111,0.3261,9,15,10,12,1.6667,Ontario,Male,Bachelor,54096.0,Divorced,Star,6781.13,Standard,2014,11,,0,0,2014-11-01,49,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
115852,38,62941,62941.0,0,0,15,24,0.0,0.625,0.0,0.1667,2.0556,1.8889,0.3158,3,12,12,11,2.0,Ontario,Female,Bachelor,59314.0,Married,Nova,40688.53,Standard,2017,4,,0,0,2017-04-01,20,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
116016,43,66457,66457.0,1116,201,16,24,0.0,0.6667,0.0168,0.5,2.2222,1.7222,0.5116,6,7,22,8,3.1667,British Columbia,Female,Bachelor,56700.0,Married,Aurora,9118.93,Standard,2013,9,,0,0,2013-09-01,63,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
116045,49,79559,79559.0,373,67,19,24,0.0,0.7917,0.0047,2.3333,1.9444,-0.3889,0.4082,7,15,7,20,2.5,Quebec,Female,College,74123.0,Single,Aurora,11308.47,Standard,2014,5,,0,0,2014-05-01,55,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
116164,9,15501,15501.0,1516,272,5,24,5.0,0.2083,0.0978,0.0,0.5,0.5,0.4444,2,3,4,0,0.6667,British Columbia,Female,Bachelor,101599.0,Married,Aurora,8170.62,Standard,2017,11,,0,0,2017-11-01,13,2,1,1,0.0,Low,0.2349286013025034,2,Dormant High-Value
116207,14,25324,25324.0,0,0,5,24,17.0,0.2083,0.0,1.6667,0.2222,-1.4445,0.4286,4,6,4,0,0.0,Quebec,Female,Bachelor,62245.0,Married,Nova,6625.29,Standard,2017,1,2017.0,1,0,2017-01-01,23,1,1,1,0.0001,Medium,0.6197347194837785,3,At-Risk Inactives
116238,15,23059,23059.0,861,155,4,24,0.0,0.1667,0.0373,0.0,0.8333,0.8333,0.5333,0,0,7,8,2.5,Saskatchewan,Male,Master,81765.0,Single,Nova,25464.82,Standard,2018,7,,0,0,2018-07-01,5,1,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
116288,33,47604,47604.0,1051,189,11,24,1.0,0.4583,0.0221,0.0,1.8333,1.8333,0.4848,3,6,16,8,1.8333,Ontario,Female,Bachelor,50072.0,Married,Star,2497.46,Standard,2017,7,,0,0,2017-07-01,17,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
116332,48,72114,72114.0,895,161,17,24,0.0,0.7083,0.0124,2.6667,1.7778,-0.8889,0.2917,9,12,14,13,2.8333,Ontario,Female,Bachelor,62706.0,Married,Aurora,9386.75,Standard,2012,6,,0,0,2012-06-01,78,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
116372,35,45847,45847.0,663,119,13,24,0.0,0.5417,0.0145,0.6667,1.7222,1.0555,0.3429,1,10,12,12,1.5,Ontario,Female,Bachelor,95638.0,Single,Star,8886.61,Standard,2015,4,,0,0,2015-04-01,44,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
116562,11,15412,15412.0,531,96,3,24,0.0,0.125,0.0345,0.0,0.6111,0.6111,0.9091,0,0,10,1,1.8333,British Columbia,Male,Bachelor,61014.0,Married,Nova,13235.54,Standard,2018,6,,0,0,2018-06-01,6,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
116703,25,38896,38896.0,1530,275,12,24,3.0,0.5,0.0393,2.1667,0.6667,-1.5,0.48,12,6,7,0,0.8333,British Columbia,Male,Bachelor,65838.0,Married,Star,2702.38,Standard,2014,5,,0,0,2014-05-01,55,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
116732,22,39329,39329.0,670,121,10,24,0.0,0.4167,0.017,0.0,1.2222,1.2222,0.3636,3,3,8,8,2.6667,British Columbia,Male,Bachelor,72583.0,Married,Aurora,13681.71,Standard,2017,12,,0,0,2017-12-01,12,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
116735,42,54211,54211.0,1371,247,16,24,0.0,0.6667,0.0253,0.3333,2.2222,1.8889,0.4048,6,8,17,11,2.1667,British Columbia,Male,Bachelor,92144.0,Married,Aurora,27443.47,Standard,2015,11,,0,0,2015-11-01,37,2,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
116895,38,44670,67005.0,497,89,4,11,1.0,0.3636,0.0074,0.0,2.1111,2.1111,0.5263,0,12,20,6,4.3333,Ontario,Female,Doctor,299899.0,Married,Nova,19378.91,2018 Promotion,2018,4,,0,0,2018-04-01,8,1,1,0,0.0001,Medium,0.6197347194837785,0,New Engagers
116897,10,18542,18542.0,1238,223,3,24,0.0,0.125,0.0668,0.0,0.5556,0.5556,0.6,0,0,4,6,1.6667,Quebec,Male,College,73327.0,Married,Nova,3683.79,Standard,2018,8,,0,0,2018-08-01,4,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
116932,39,57913,57913.0,1713,309,12,24,0.0,0.5,0.0296,1.5,1.6667,0.1667,0.359,0,14,12,13,2.8333,British Columbia,Male,Bachelor,83568.0,Divorced,Nova,14435.66,Standard,2016,8,,0,0,2016-08-01,28,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
116948,14,18662,18662.0,1469,264,9,24,1.0,0.375,0.0787,0.0,0.7778,0.7778,0.3571,2,3,5,4,1.1667,Yukon,Male,Bachelor,87262.0,Married,Nova,4349.31,Standard,2017,9,,0,0,2017-09-01,15,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
116999,40,62784,62784.0,0,0,14,24,0.0,0.5833,0.0,0.8333,1.9444,1.1111,0.325,13,8,10,9,2.0,New Brunswick,Male,Bachelor,55066.0,Married,Aurora,14228.23,Standard,2014,12,,0,0,2014-12-01,48,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117033,35,42469,42469.0,953,172,14,24,1.0,0.5833,0.0224,1.3333,1.5,0.1667,0.2571,9,9,8,9,1.8333,Ontario,Female,Bachelor,49139.0,Married,Star,5657.81,Standard,2014,9,,0,0,2014-09-01,51,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117053,36,67867,67867.0,1019,183,13,24,2.0,0.5417,0.015,1.0,1.6667,0.6667,0.3889,6,8,14,8,1.3333,British Columbia,Female,Bachelor,74994.0,Married,Aurora,15118.9,Standard,2014,10,,0,0,2014-10-01,50,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117169,40,57471,57471.0,471,85,16,24,0.0,0.6667,0.0082,0.8333,1.9444,1.1111,0.3,6,12,10,12,2.1667,British Columbia,Female,Bachelor,55144.0,Married,Aurora,8417.1,Standard,2013,11,,0,0,2013-11-01,61,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117219,46,80346,80346.0,1575,284,17,24,0.0,0.7083,0.0196,1.5,2.0556,0.5556,0.3696,4,17,11,14,2.5,Ontario,Male,Bachelor,69803.0,Divorced,Star,2750.71,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117240,19,28749,28749.0,0,0,8,24,0.0,0.3333,0.0,0.0,1.0556,1.0556,0.4211,7,3,8,1,1.5,Ontario,Female,Bachelor,52528.0,Married,Aurora,8476.08,Standard,2017,12,,0,0,2017-12-01,12,2,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
117333,62,81641,81641.0,1708,307,18,24,0.0,0.75,0.0209,1.1667,3.0556,1.8889,0.4355,9,14,27,12,2.8333,Nova Scotia,Female,Bachelor,96798.0,Married,Star,23813.52,Standard,2012,12,,0,0,2012-12-01,72,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117342,42,49782,49782.0,929,168,15,24,0.0,0.625,0.0187,1.8333,1.7222,-0.1111,0.4524,13,8,19,2,1.6667,British Columbia,Female,Bachelor,47178.0,Divorced,Star,8400.79,Standard,2016,7,,0,0,2016-07-01,29,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117351,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Manitoba,Female,Bachelor,97461.0,Married,Nova,7675.87,Standard,2012,10,,0,0,2012-10-01,74,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
117358,3,4368,4368.0,0,0,1,24,0.0,0.0417,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,Ontario,Male,Bachelor,86365.0,Divorced,Nova,6770.31,Standard,2018,11,,0,0,2018-11-01,1,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
117408,44,73206,73206.0,0,0,16,24,1.0,0.6667,0.0,1.3333,2.0,0.6667,0.2727,9,12,12,11,2.1667,Saskatchewan,Female,College,74123.0,Married,Aurora,5099.51,Standard,2016,1,,0,0,2016-01-01,35,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117456,51,77607,77607.0,944,170,17,24,0.0,0.7083,0.0122,2.6667,1.9444,-0.7223,0.2941,11,15,15,10,1.8333,Alberta,Female,College,73135.0,Married,Star,5170.03,Standard,2015,12,,0,0,2015-12-01,36,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
117460,34,48495,48495.0,1412,254,14,24,0.0,0.5833,0.0291,1.0,1.5556,0.5556,0.3824,7,6,13,8,1.6667,Quebec,Female,Bachelor,60148.0,Divorced,Nova,8203.22,Standard,2014,12,,0,0,2014-12-01,48,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117482,78,84355,126532.5,511,92,8,11,0.0,0.7273,0.004,0.0,4.3333,4.3333,0.4103,1,27,32,18,8.3333,New Brunswick,Male,Bachelor,53563.0,Married,Nova,2869.74,2018 Promotion,2018,2,,0,0,2018-02-01,10,1,0,0,0.0,Low,0.2349286013025034,0,New Engagers
117618,29,39486,39486.0,1192,214,14,24,2.0,0.5833,0.0302,1.1667,1.2222,0.0555,0.4138,7,3,12,7,0.3333,Newfoundland,Male,High School or Below,67024.0,Married,Star,4082.7,Standard,2012,7,,0,0,2012-07-01,77,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117725,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Female,Bachelor,80107.0,Married,Nova,7286.79,Standard,2013,7,2014.0,1,0,2013-07-01,65,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
117782,46,76507,76507.0,1268,229,17,24,0.0,0.7083,0.0166,1.5,2.0556,0.5556,0.413,8,19,14,5,1.0,British Columbia,Female,Bachelor,97704.0,Divorced,Star,23207.25,Standard,2014,12,,0,0,2014-12-01,48,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117832,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Male,College,73135.0,Divorced,Star,8520.15,Standard,2015,7,2015.0,1,0,2015-07-01,41,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
117910,33,44863,44863.0,0,0,12,24,0.0,0.5,0.0,0.1667,1.7778,1.6111,0.3333,7,5,11,10,1.0,British Columbia,Male,Bachelor,59917.0,Married,Star,9732.58,Standard,2015,4,,0,0,2015-04-01,44,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
117915,77,134908,202362.0,0,0,7,11,1.0,0.6364,0.0,0.0,4.2778,4.2778,0.5195,0,27,40,10,8.3333,British Columbia,Female,Bachelor,75996.0,Married,Star,2605.57,2018 Promotion,2018,3,,0,0,2018-03-01,9,0,1,0,0.0001,Medium,0.6197347194837785,0,New Engagers
117932,25,42732,42732.0,572,103,12,24,0.0,0.5,0.0134,0.5,1.2222,0.7222,0.28,5,7,7,6,1.5,Ontario,Female,Bachelor,81063.0,Single,Star,5608.32,Standard,2014,11,,0,0,2014-11-01,49,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
117939,8,9058,9058.0,0,0,4,24,20.0,0.1667,0.0,1.3333,0.0,-1.3333,0.75,6,2,0,0,0.0,Quebec,Male,College,73135.0,Single,Star,20294.39,Standard,2013,11,2017.0,1,1,2013-11-01,61,0,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
117975,1,1030,1030.0,0,0,1,24,22.0,0.0417,0.0,0.1667,0.0,-0.1667,1.0,1,0,0,0,0.0,Ontario,Male,College,73135.0,Single,Star,2393.92,Standard,2016,11,2017.0,1,1,2016-11-01,25,0,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
118076,38,60263,60263.0,1704,307,15,24,0.0,0.625,0.0283,0.8333,1.8333,1.0,0.5,8,6,19,5,1.3333,Ontario,Female,Bachelor,98844.0,Divorced,Star,5176.16,Standard,2015,6,,0,0,2015-06-01,42,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
118298,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,Bachelor,53587.0,Married,Nova,8482.46,Standard,2014,5,2014.0,1,0,2014-05-01,55,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
118320,40,60927,60927.0,1437,259,15,24,1.0,0.625,0.0236,2.0,1.5556,-0.4444,0.45,5,18,9,8,1.1667,Ontario,Female,Bachelor,78268.0,Married,Nova,8005.96,Standard,2014,8,,0,0,2014-08-01,52,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
118332,33,54604,54604.0,782,141,14,24,2.0,0.5833,0.0143,2.3333,1.0556,-1.2777,0.3939,8,10,13,2,0.5,Alberta,Female,Bachelor,48896.0,Single,Star,5514.34,Standard,2015,10,,0,0,2015-10-01,38,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
118355,21,25446,25446.0,515,93,10,24,1.0,0.4167,0.0202,0.0,1.1667,1.1667,0.4762,2,1,10,8,1.8333,Quebec,Female,Doctor,198691.0,Divorced,Star,2395.57,Standard,2017,8,,0,0,2017-08-01,16,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
118365,30,48598,48598.0,934,168,13,24,0.0,0.5417,0.0192,0.8333,1.3889,0.5556,0.3,6,8,9,7,1.5,Quebec,Male,Bachelor,91239.0,Married,Star,5838.9,Standard,2012,10,,0,0,2012-10-01,74,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
118376,8,10291,10291.0,487,88,2,24,6.0,0.0833,0.0473,0.0,0.4444,0.4444,0.625,3,5,0,0,0.0,British Columbia,Female,College,74123.0,Married,Aurora,20455.25,Standard,2017,12,2018.0,1,0,2017-12-01,12,2,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
118379,27,38304,38304.0,0,0,9,24,2.0,0.375,0.0,0.1667,1.4444,1.2777,0.4815,4,5,13,5,0.8333,New Brunswick,Female,Bachelor,51923.0,Married,Nova,6775.92,Standard,2014,3,,0,0,2014-03-01,57,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
118418,79,103492,155238.0,355,64,7,11,0.0,0.6364,0.0023,0.0,4.3889,4.3889,0.5063,1,23,40,15,9.1667,Quebec,Male,Bachelor,50847.0,Married,Aurora,5442.74,2018 Promotion,2018,3,,0,0,2018-03-01,9,2,0,0,0.0001,Medium,0.6197347194837785,0,New Engagers
